iter	Passed	Remaining
1661	107556	54231
1662	107636	54174
1663	107697	54107
1664	107764	54043
1665	107832	53980
1666	107892	53914
1667	107968	53854
1668	108027	53787
1669	108088	53720
1670	108161	53660
1671	108228	53596
1672	108284	53527
1673	108343	53459
1674	108400	53391
1675	108457	53322
1676	108514	53254
1677	108569	53184
1678	108622	53114
1679	108679	53045
1680	108738	52978
1681	108794	52909
1682	108852	52841
1683	108912	52774
1684	108976	52709
1685	109031	52640
1686	109100	52577
1687	109158	52510
1688	109213	52440
1689	109270	52372
1690	109328	52304
1691	109393	52239
1692	109465	52178
1693	109538	52118
1694	109599	52051
1695	109655	51983
1696	109714	51915
1697	109778	51850
1698	109839	51784
1699	109901	51718
1700	109959	51650
1701	110018	51583
1702	110078	51516
1703	110134	51447
1704	110193	51380
1705	110250	51312
1706	110309	51245
1707	110365	51176
1708	110420	51107
1709	110479	51040
1710	110539	50973
1711	110597	50906
1712	110656	50838
1713	110715	50771
1714	110777	50705
1715	110835	50638
1716	110898	50572
1717	110958	50506
1718	111022	50441
1719	111083	50374
1720	111144	50308
1721	111205	50242
1722	111266	50176
1723	111326	50110
1724	111386	50043
1725	111445	49976
1726	111513	49912
1727	111574	49846
1728	111636	49781
1729	111695	49714
1730	111769	49653
1731	111845	49594
1732	111919	49533
1733	111985	49470
1734	112052	49406
1735	112112	49339
1736	112172	49273
1737	112244	49211
1738	112326	49155
1739	112400	49094
1740	112465	49029
1741	112523	48962
1742	112581	48895
1743	112643	48829
1744	112708	48765
1745	112767	48698
1746	112830	48632
1747	112891	48566
1748	112976	48510
1749	113072	48459
1750	113129	48391
1751	113188	48324
1752	113247	48257
1753	113304	48189
1754	113362	48122
1755	113420	48055
1756	113481	47989
1757	113535	47920
1758	113592	47852
1759	113649	47784
1760	113708	47717
1761	113767	47650
1762	113829	47585
1763	113893	47520
1764	113961	47456
1765	114029	47394
1766	114094	47329
1767	114155	47263
1768	114214	47196
1769	114271	47129
1770	114347	47069
1771	114447	47019
1772	114548	46969
1773	114631	46912
1774	114703	46850
1775	114777	46790
1776	114850	46728
1777	114930	46670
1778	115012	46612
1779	115090	46553
1780	115161	46491
1781	115229	46427
1782	115303	46366
1783	115379	46307
1784	115449	46244
1785	115524	46184
1786	115598	46122
1787	115676	46063
1788	115751	46002
1789	115828	45943
1790	115904	45883
1791	115981	45823
1792	116053	45761
1793	116126	45699
1794	116204	45640
1795	116283	45580
1796	116359	45520
1797	116439	45462
1798	116514	45401
1799	116588	45340
1800	116668	45281
1801	116742	45220
1802	116814	45157
1803	116885	45095
1804	116954	45032
1805	117023	44969
1806	117094	44906
1807	117166	44844
1808	117240	44783
1809	117315	44722
1810	117395	44663
1811	117469	44602
1812	117542	44540
1813	117620	44480
1814	117694	44419
1815	117768	44357
1816	117843	44296
1817	117930	44240
1818	118015	44182
1819	118085	44119
1820	118162	44059
1821	118234	43997
1822	118306	43934
1823	118376	43872
1824	118451	43810
1825	118523	43748
1826	118586	43683
1827	118657	43620
1828	118726	43556
1829	118839	43509
1830	118911	43447
1831	118999	43390
1832	119101	43339
1833	119174	43277
1834	119246	43214
1835	119319	43152
1836	119391	43089
1837	119466	43028
1838	119537	42966
1839	119615	42905
1840	119694	42845
1841	119765	42782
1842	119836	42719
1843	119911	42658
1844	119991	42598
1845	120058	42534
1846	120128	42470
1847	120199	42408
1848	120281	42348
1849	120359	42288
1850	120430	42225
1851	120494	42160
1852	120558	42094
1853	120621	42028
1854	120685	41963
1855	120747	41897
1856	120814	41833
1857	120882	41768
1858	120951	41705
1859	121019	41640
1860	121084	41576
1861	121150	41511
1862	121218	41447
1863	121284	41382
1864	121350	41317
1865	121415	41252
1866	121484	41189
1867	121549	41123
1868	121619	41060
1869	121686	40995
1870	121753	40931
1871	121820	40867
1872	121884	40801
1873	121951	40737
1874	122016	40672
1875	122079	40606
1876	122145	40541
1877	122211	40476
1878	122278	40412
1879	122341	40346
1880	122406	40281
1881	122476	40218
1882	122541	40152
1883	122608	40088
1884	122675	40024
1885	122739	39958
1886	122805	39893
1887	122875	39830
1888	122945	39766
1889	123016	39703
1890	123082	39638
1891	123143	39572
1892	123207	39507
1893	123271	39441
1894	123333	39375
1895	123396	39310
1896	123459	39244
1897	123523	39178
1898	123588	39113
1899	123667	39052
1900	123752	38993
1901	123819	38929
1902	123883	38864
1903	123947	38798
1904	124020	38735
1905	124085	38671
1906	124152	38606
1907	124220	38542
1908	124287	38477
1909	124357	38413
1910	124425	38349
1911	124495	38286
1912	124570	38224
1913	124645	38162
1914	124712	38097
1915	124784	38034
1916	124864	37973
1917	124940	37912
1918	125000	37845
1919	125064	37779
1920	125129	37714
1921	125197	37650
1922	125267	37586
1923	125330	37520
1924	125399	37457
1925	125471	37393
1926	125538	37329
1927	125611	37266
1928	125687	37204
1929	125752	37139
1930	125821	37075
1931	125887	37010
1932	125960	36947
1933	126024	36882
1934	126094	36818
1935	126159	36753
1936	126230	36689
1937	126295	36624
1938	126361	36559
1939	126430	36495
1940	126494	36429
1941	126560	36365
1942	126629	36300
1943	126693	36235
1944	126758	36170
1945	126825	36105
1946	126895	36041
1947	126964	35977
1948	127031	35913
1949	127093	35846
1950	127161	35782
1951	127232	35718
1952	127297	35653
1953	127369	35590
1954	127437	35526
1955	127506	35461
1956	127573	35397
1957	127637	35331
1958	127701	35266
1959	127769	35201
1960	127835	35136
1961	127901	35071
1962	127967	35006
1963	128039	34943
1964	128104	34878
1965	128166	34812
1966	128232	34747
1967	128309	34685
1968	128374	34620
1969	128443	34555
1970	128508	34490
1971	128576	34426
1972	128643	34361
1973	128710	34296
1974	128778	34232
1975	128847	34168
1976	128918	34104
1977	128988	34040
1978	129053	33975
1979	129118	33909
1980	129187	33845
1981	129256	33781
1982	129325	33717
1983	129402	33655
1984	129482	33593
1985	129553	33530
1986	129626	33466
1987	129698	33403
1988	129773	33340
1989	129850	33278
1990	129920	33214
1991	129992	33150
1992	130066	33087
1993	130140	33024
1994	130214	32961
1995	130291	32899
1996	130356	32834
1997	130425	32769
1998	130498	32706
1999	130566	32641
2000	130635	32577
2001	130706	32513
2002	130776	32449
2003	130838	32383
2004	130901	32317
2005	130967	32252
2006	131029	32186
2007	131085	32118
2008	131142	32051
2009	131213	31987
2010	131279	31922
2011	131349	31858
2012	131417	31793
2013	131478	31727
2014	131542	31661
2015	131605	31595
2016	131667	31529
2017	131732	31464
2018	131798	31399
2019	131860	31333
2020	131926	31268
2021	131987	31201
2022	132050	31135
2023	132113	31070
2024	132183	31005
2025	132262	30943
2026	132329	30879
2027	132393	30813
2028	132457	30747
2029	132522	30682
2030	132586	30617
2031	132650	30551
2032	132717	30486
2033	132779	30420
2034	132841	30354
2035	132902	30288
2036	132967	30222
2037	133029	30156
2038	133093	30091
2039	133159	30026
2040	133233	29962
2041	133300	29898
2042	133366	29832
2043	133435	29768
2044	133497	29702
2045	133567	29638
2046	133633	29572
2047	133697	29507
2048	133768	29443
2049	133845	29380
2050	133921	29317
2051	133994	29254
2052	134066	29190
2053	134138	29126
2054	134207	29062
2055	134282	28998
2056	134356	28935
2057	134430	28871
2058	134502	28807
2059	134577	28744
2060	134648	28680
2061	134728	28618
2062	134802	28554
2063	134872	28490
2064	134944	28426
2065	135017	28362
2066	135085	28298
2067	135157	28234
2068	135232	28170
2069	135302	28106
2070	135372	28041
2071	135446	27978
2072	135516	27913
2073	135593	27850
2074	135667	27787
2075	135744	27724
2076	135817	27660
2077	135897	27597
2078	135969	27533
2079	136051	27471
2080	136129	27409
2081	136211	27346
2082	136283	27282
2083	136359	27219
2084	136435	27156
2085	136505	27091
2086	136568	27025
2087	136634	26960
2088	136696	26894
2089	136757	26828
2090	136823	26762
2091	136886	26696
2092	136950	26631
2093	137012	26565
2094	137081	26500
2095	137143	26434
2096	137209	26368
2097	137276	26303
2098	137339	26237
2099	137411	26173
2100	137488	26110
2101	137560	26046
2102	137632	25982
2103	137694	25915
2104	137764	25851
2105	137836	25787
2106	137906	25722
2107	137971	25657
2108	138033	25590
2109	138095	25524
2110	138163	25459
2111	138237	25395
2112	138310	25331
2113	138377	25266
2114	138440	25200
2115	138501	25134
2116	138566	25068
2117	138643	25005
2118	138710	24940
2119	138773	24874
2120	138835	24808
2121	138898	24742
2122	138959	24676
2123	139022	24610
2124	139083	24544
2125	139150	24478
2126	139223	24414
2127	139286	24348
2128	139352	24283
2129	139412	24217
2130	139478	24151
2131	139556	24088
2132	139626	24023
2133	139689	23958
2134	139758	23893
2135	139830	23828
2136	139895	23763
2137	139955	23696
2138	140020	23631
2139	140091	23566
2140	140165	23502
2141	140231	23437
2142	140309	23373
2143	140376	23308
2144	140438	23242
2145	140513	23178
2146	140579	23113
2147	140647	23048
2148	140723	22984
2149	140785	22918
2150	140849	22852
2151	140923	22788
2152	140992	22723
2153	141052	22657
2154	141117	22591
2155	141183	22526
2156	141246	22460
2157	141312	22395
2158	141378	22329
2159	141441	22263
2160	141504	22197
2161	141570	22132
2162	141637	22067
2163	141702	22001
2164	141767	21936
2165	141842	21872
2166	141909	21807
2167	141980	21742
2168	142057	21678
2169	142129	21614
2170	142197	21548
2171	142268	21484
2172	142349	21421
2173	142418	21356
2174	142489	21291
2175	142574	21228
2176	142645	21164
2177	142713	21099
2178	142783	21034
2179	142850	20968
2180	142919	20903
2181	142987	20838
2182	143054	20773
2183	143122	20708
2184	143194	20643
2185	143263	20578
2186	143342	20514
2187	143425	20451
2188	143502	20388
2189	143579	20324
2190	143660	20260
2191	143738	20196
2192	143815	20132
2193	143898	20069
2194	143973	20005
2195	144048	19941
2196	144138	19878
2197	144215	19814
2198	144289	19750
2199	144357	19685
2200	144426	19619
2201	144496	19554
2202	144567	19490
2203	144637	19425
2204	144703	19359
2205	144776	19294
2206	144840	19228
2207	144901	19162
2208	144965	19096
2209	145029	19031
2210	145095	18965
2211	145158	18899
2212	145224	18833
2213	145299	18769
2214	145369	18704
2215	145439	18639
2216	145509	18574
2217	145587	18510
2218	145652	18444
2219	145716	18378
2220	145783	18313
2221	145850	18247
2222	145921	18182
2223	145986	18117
2224	146051	18051
2225	146115	17985
2226	146182	17920
2227	146254	17855
2228	146324	17790
2229	146389	17724
2230	146458	17659
2231	146522	17593
2232	146592	17528
2233	146659	17462
2234	146721	17396
2235	146784	17330
2236	146847	17264
2237	146914	17199
2238	146977	17133
2239	147052	17068
2240	147120	17003
2241	147193	16938
2242	147262	16873
2243	147333	16808
2244	147402	16742
2245	147469	16677
2246	147542	16612
2247	147607	16546
2248	147673	16481
2249	147739	16415
2250	147810	16350
2251	147883	16285
2252	147955	16220
2253	148029	16155
2254	148096	16090
2255	148165	16024
2256	148240	15960
2257	148314	15895
2258	148380	15829
2259	148441	15763
2260	148496	15696
2261	148552	15630
2262	148612	15563
2263	148677	15498
2264	148743	15432
2265	148808	15366
2266	148880	15301
2267	148945	15236
2268	149012	15170
2269	149077	15104
2270	149146	15039
2271	149210	14973
2272	149279	14908
2273	149359	14844
2274	149428	14778
2275	149520	14715
2276	149631	14654
2277	149706	14589
2278	149772	14523
2279	149842	14458
2280	149924	14394
2281	150004	14329
2282	150108	14267
2283	150185	14203
2284	150272	14139
2285	150347	14074
2286	150419	14009
2287	150493	13944
2288	150569	13879
2289	150645	13814
2290	150715	13749
2291	150791	13684
2292	150860	13618
2293	150945	13554
2294	151019	13489
2295	151097	13425
2296	151171	13359
2297	151252	13295
2298	151349	13232
2299	151442	13168
2300	151524	13104
2301	151598	13039
2302	151672	12974
2303	151746	12909
2304	151818	12843
2305	151892	12778
2306	151971	12713
2307	152047	12648
2308	152122	12583
2309	152198	12518
2310	152273	12453
2311	152350	12388
2312	152424	12323
2313	152497	12257
2314	152569	12192
2315	152646	12127
2316	152721	12062
2317	152796	11997
2318	152873	11931
2319	152949	11866
2320	153026	11801
2321	153099	11736
2322	153176	11671
2323	153250	11605
2324	153330	11541
2325	153402	11475
2326	153475	11410
2327	153556	11345
2328	153631	11279
2329	153708	11214
2330	153779	11149
2331	153854	11083
2332	153929	11018
2333	154012	10953
2334	154089	10888
2335	154169	10823
2336	154291	10761
2337	154367	10696
2338	154440	10630
2339	154513	10565
2340	154579	10498
2341	154644	10432
2342	154709	10366
2343	154770	10300
2344	154832	10234
2345	154893	10167
2346	154954	10101
2347	155017	10035
2348	155080	9968
2349	155144	9902
2350	155210	9836
2351	155321	9773
2352	155440	9710
2353	155575	9649
2354	155664	9584
2355	155732	9518
2356	155804	9452
2357	155887	9387
2358	155989	9323
2359	156095	9259
2360	156174	9194
2361	156247	9128
2362	156322	9063
2363	156397	8997
2364	156478	8932
2365	156574	8867
2366	156652	8802
2367	156719	8736
2368	156788	8670
2369	156860	8604
2370	156928	8538
2371	156992	8471
2372	157054	8405
2373	157119	8339
2374	157186	8272
2375	157253	8206
2376	157320	8140
2377	157385	8074
2378	157455	8008
2379	157520	7942
2380	157584	7875
2381	157653	7809
2382	157724	7743
2383	157793	7677
2384	157865	7611
2385	157952	7546
2386	158032	7481
2387	158132	7416
2388	158228	7351
2389	158311	7286
2390	158400	7221
2391	158483	7155
2392	158564	7090
2393	158646	7024
2394	158734	6959
2395	158826	6893
2396	158918	6828
2397	159009	6763
2398	159099	6698
2399	159186	6632
2400	159285	6567
2401	159371	6502
2402	159452	6436
2403	159527	6370
2404	159611	6304
2405	159691	6238
2406	159770	6173
2407	159846	6107
2408	159922	6041
2409	160004	5975
2410	160078	5909
2411	160151	5842
2412	160227	5776
2413	160314	5711
2414	160395	5645
2415	160478	5579
2416	160551	5513
2417	160624	5447
2418	160700	5381
2419	160772	5314
2420	160845	5248
2421	160916	5182
2422	160988	5116
2423	161056	5049
2424	161130	4983
2425	161203	4917
2426	161270	4850
2427	161340	4784
2428	161409	4718
2429	161466	4651
2430	161526	4584
2431	161584	4517
2432	161640	4451
2433	161698	4384
2434	161753	4317
2435	161811	4251
2436	161866	4184
2437	161922	4117
2438	161980	4051
2439	162055	3984
2440	162113	3918
2441	162172	3851
2442	162228	3785
2443	162292	3718
2444	162356	3652
2445	162421	3585
2446	162482	3519
2447	162542	3452
2448	162600	3386
2449	162660	3319
2450	162721	3253
2451	162783	3186
2452	162855	3120
2453	162916	3053
2454	162978	2987
2455	163048	2921
2456	163111	2854
2457	163170	2788
2458	163229	2721
2459	163291	2655
2460	163352	2588
2461	163416	2522
2462	163485	2455
2463	163541	2389
2464	163599	2322
2465	163655	2256
2466	163711	2189
2467	163766	2123
2468	163823	2056
2469	163882	1990
2470	163942	1924
2471	164009	1857
2472	164070	1791
2473	164133	1724
2474	164190	1658
2475	164247	1592
2476	164304	1525
2477	164362	1459
2478	164419	1392
2479	164477	1326
2480	164534	1260
2481	164589	1193
2482	164646	1127
2483	164708	1060
2484	164763	994
2485	164819	928
2486	164877	861
2487	164940	795
2488	165010	729
2489	165081	662
2490	165150	596
2491	165208	530
2492	165265	464
2493	165323	397
2494	165379	331
2495	165436	265
2496	165493	198
2497	165551	132
2498	165611	66
2499	165666	0
