iter	RMSE
333	0.04255363761
334	0.04254082415
335	0.04253573363
336	0.04252355898
337	0.0425087492
338	0.04249988507
339	0.04249312757
340	0.04248345072
341	0.04247222205
342	0.04247157144
343	0.04245914899
344	0.04245248472
345	0.04243518913
346	0.04241899561
347	0.04239457633
348	0.04238258442
349	0.04237151858
350	0.04235659762
351	0.04233784739
352	0.04233048432
353	0.04231115249
354	0.04229995666
355	0.04228696164
356	0.04228235165
357	0.04226678741
358	0.04225173487
359	0.04223864467
360	0.04223622771
361	0.04222508962
362	0.0422228633
363	0.04220879971
364	0.04219599229
365	0.04218800209
366	0.04217253941
367	0.04216437666
368	0.04215392378
369	0.04213256849
370	0.04212402495
371	0.04210596985
372	0.0420930099
373	0.04207897696
374	0.04207030791
375	0.04205678194
376	0.04205552037
377	0.04204798513
378	0.04203690221
379	0.04203284386
380	0.04202976532
381	0.04202923708
382	0.0420132089
383	0.04201190809
384	0.04200972076
385	0.04200421418
386	0.04199103505
387	0.04197415623
388	0.0419658451
389	0.04195255534
390	0.0419445867
391	0.04193408692
392	0.04191564727
393	0.04190302388
394	0.04188851825
395	0.04188813521
396	0.04187907644
397	0.04187008699
398	0.04185673401
399	0.04184435518
400	0.04183392933
401	0.04182786234
402	0.04181002909
403	0.04180415335
404	0.04179864974
405	0.04178675299
406	0.04177891421
407	0.04176949071
408	0.04176079019
409	0.04175742089
410	0.04173905759
411	0.04173370713
412	0.04173167952
413	0.04170909842
414	0.04169526955
415	0.04168103977
416	0.04167017932
417	0.04166321359
418	0.04164589522
419	0.04164216555
420	0.0416380806
421	0.04163504746
422	0.04163344922
423	0.04162565518
424	0.04160994574
425	0.04160194539
426	0.04160145846
427	0.04159513658
428	0.04158487506
429	0.0415837959
430	0.04157138539
431	0.04156082913
432	0.0415567011
433	0.04154772356
434	0.04152944441
435	0.04152508504
436	0.04151908464
437	0.04149939821
438	0.04149572225
439	0.04148545715
440	0.04146609669
441	0.04146102957
442	0.04145183769
443	0.04143621894
444	0.04143060564
445	0.0414254752
446	0.04141266698
447	0.04140917869
448	0.04139583455
449	0.04138484387
450	0.04137587559
451	0.04137391167
452	0.04136814716
453	0.04135737642
454	0.04135213141
455	0.041345759
456	0.04133348903
457	0.04132383497
458	0.04131656124
459	0.04131497919
460	0.04130223943
461	0.04129919532
462	0.0412849042
463	0.04127358635
464	0.04127073572
465	0.0412701455
466	0.0412627035
467	0.04126060628
468	0.04124986963
469	0.04124269931
470	0.04123521948
471	0.04122329317
472	0.04122147409
473	0.04120784401
474	0.04120431482
475	0.04119780589
476	0.04119737935
477	0.04118602193
478	0.04117593494
479	0.04116626628
480	0.04115720437
481	0.04115478198
482	0.04114640186
483	0.04113874081
484	0.04113351278
485	0.04112293423
486	0.04110974253
487	0.04110244328
488	0.04109478008
489	0.04108911274
490	0.04107450055
491	0.04107195276
492	0.04107040543
493	0.04106756678
494	0.04105980574
495	0.04105582432
496	0.04104349681
497	0.0410354703
498	0.04102480818
499	0.04101513945
500	0.04100307178
501	0.04099794822
502	0.04098886995
503	0.04097659746
504	0.04096412873
505	0.04095657921
506	0.0409485791
507	0.04093781868
508	0.0409279521
509	0.04091469767
510	0.04091078362
511	0.0409017005
512	0.04090076709
513	0.0408927801
514	0.0408822263
515	0.04086902988
516	0.04086494007
517	0.04086177385
518	0.04085130962
519	0.04084422246
520	0.04083927119
521	0.04082642973
522	0.04082227042
523	0.04082182241
524	0.04081842625
525	0.04081782547
526	0.04081454665
527	0.04081051568
528	0.04079698246
529	0.04079166421
530	0.04078548735
531	0.04078067394
532	0.04076458317
533	0.04075443352
534	0.04074392023
535	0.04074221625
536	0.04073465783
537	0.04073427195
538	0.04072852778
539	0.0407221367
540	0.04071524366
541	0.0407151522
542	0.04071216921
543	0.04071186191
544	0.04070135564
545	0.04069178655
546	0.04068439857
547	0.04067444838
548	0.04067049071
549	0.04066922039
550	0.0406566768
551	0.04064488536
552	0.04063924878
553	0.04063207456
554	0.04062613651
555	0.04062412617
556	0.04061893141
557	0.04061154422
558	0.04060871304
559	0.04060680685
560	0.04060157218
561	0.04060094011
562	0.04058963174
563	0.04058057026
564	0.04057207719
565	0.04056418631
566	0.04055288265
567	0.04054939962
568	0.04054429979
569	0.04053424255
570	0.04052761598
571	0.04052381742
572	0.04052290064
573	0.04051509006
574	0.04050169711
575	0.04049519723
576	0.04048769326
577	0.0404758818
578	0.04046602767
579	0.04046088543
580	0.04045329467
581	0.04044825289
582	0.04043477057
583	0.040431501
584	0.04042372513
585	0.04041872317
586	0.04041241927
587	0.04041101318
588	0.04040778038
589	0.04040314456
590	0.04039578498
591	0.0403883701
592	0.04038526749
593	0.04038403742
594	0.04038346413
595	0.04037069833
596	0.04036098018
597	0.04035442991
598	0.04034415247
599	0.04033739811
600	0.04033020997
601	0.04032524203
602	0.04032430115
603	0.04031537652
604	0.04030630895
605	0.04030325083
606	0.04029811071
607	0.04029706543
608	0.04028699692
609	0.04027733003
610	0.04027119385
611	0.04026450032
612	0.04025604561
613	0.04024854852
614	0.04024133381
615	0.04023846055
616	0.04023013875
617	0.04022616543
618	0.04021581384
619	0.04020424461
620	0.04019144533
621	0.04018555022
622	0.04018375756
623	0.04017572689
624	0.04016469882
625	0.04016320232
626	0.04015866225
627	0.04015282632
628	0.04015231672
629	0.04014151005
630	0.04013510169
631	0.04013257338
632	0.04012418426
633	0.04011986068
634	0.0401139844
635	0.04011086234
636	0.04010993125
637	0.04010701538
638	0.04008836787
639	0.04007904932
640	0.04007061187
641	0.04006093276
642	0.04005204244
643	0.04004326999
644	0.04003776184
645	0.04003178477
646	0.04002542475
647	0.0400231547
648	0.04002179339
649	0.04002044051
650	0.04000381432
651	0.03999248696
652	0.03998714743
653	0.0399814318
654	0.039972833
655	0.03996721532
656	0.03996702851
657	0.03995973146
658	0.03995582369
659	0.03995395518
660	0.03995092352
661	0.03993976095
662	0.03992393421
663	0.03991860202
664	0.03991025332
665	0.03990285472
666	0.03990186105
667	0.0398974164
668	0.03989609191
669	0.03989098421
670	0.03987792474
671	0.03987295506
672	0.0398720626
673	0.03986998377
674	0.03986895365
675	0.03986737218
676	0.03986127651
677	0.0398572684
678	0.03985322338
679	0.0398518538
680	0.03984610225
681	0.03984542723
682	0.03984106247
683	0.03983911509
684	0.03983465272
685	0.03982689896
686	0.03982092895
687	0.03981347375
688	0.03980875721
689	0.03980800148
690	0.03979540873
691	0.03979502045
692	0.03979042342
693	0.03978086437
694	0.03977901174
695	0.03977695734
696	0.03976631026
697	0.03975815392
698	0.03975711475
699	0.03975274573
700	0.03974226967
701	0.03973351283
702	0.03972981168
703	0.03972436846
704	0.03971391158
705	0.03970642049
706	0.03970382675
707	0.03969486352
708	0.03967299372
709	0.03966504952
710	0.03965759307
711	0.03965509826
712	0.03965375865
713	0.03964580268
714	0.03964087501
715	0.0396324476
716	0.03962873006
717	0.03962675438
718	0.03961823215
719	0.03961433739
720	0.03960997395
721	0.03960828661
722	0.03960464332
723	0.03959530333
724	0.03959072768
725	0.03958552258
726	0.03957910249
727	0.03957458217
728	0.03956186617
729	0.03954430375
730	0.03953776737
731	0.03952894175
732	0.0395278122
733	0.03952293122
734	0.03951714819
735	0.03951051278
736	0.03950565101
737	0.03949207729
738	0.03948778605
739	0.03948595494
740	0.03948059419
741	0.03947843393
742	0.03947479374
743	0.0394706917
744	0.03946199008
745	0.03945988313
746	0.0394556235
747	0.03945494655
748	0.03945418115
749	0.03945016055
750	0.03944343404
751	0.0394425986
752	0.0394390837
753	0.03943369163
754	0.03943196087
755	0.03942605767
756	0.03942503191
757	0.03942027896
758	0.03941101839
759	0.03940297378
760	0.03940090282
761	0.0393911885
762	0.03938883568
763	0.03938477665
764	0.039381825
765	0.039360883
766	0.03935601242
767	0.03935431505
768	0.03934798006
769	0.03934699064
770	0.03934034962
771	0.0393364934
772	0.03932829413
773	0.03932753455
774	0.03932479647
775	0.03932065459
776	0.03931830213
777	0.0393059102
778	0.03930471933
779	0.03928240482
780	0.03927378299
781	0.03926697437
782	0.03925816048
783	0.03925361224
784	0.03924626876
785	0.03924173183
786	0.03924086928
787	0.03924019691
788	0.03923373552
789	0.03922477292
790	0.03921506418
791	0.03920694829
792	0.03919411014
793	0.03918739062
794	0.03917251595
795	0.0391615629
796	0.03916068736
797	0.03916003152
798	0.03915615489
799	0.03915131165
800	0.03914817631
801	0.03914664229
802	0.03914485971
803	0.039139159
804	0.0391332534
805	0.03912943766
806	0.03912788686
807	0.03912402155
808	0.03911762181
809	0.03910925178
810	0.03910606457
811	0.03910204731
812	0.0390970844
813	0.03908701522
814	0.03908425761
815	0.03907779241
816	0.03907500371
817	0.03907079667
818	0.03906660011
819	0.03906461262
820	0.03905870653
821	0.03905339353
822	0.03905128677
823	0.03904970286
824	0.03904228237
825	0.03903936511
826	0.03902563676
827	0.03902155583
828	0.03902067447
829	0.03901794443
830	0.03901310366
831	0.03901242308
832	0.03900984122
833	0.03900107288
834	0.03900036288
835	0.03899627158
836	0.03899489096
837	0.03898434444
838	0.03898117835
839	0.03897307432
840	0.03896989314
841	0.03896976215
842	0.03896003326
843	0.03895504708
844	0.03895082373
845	0.03894022025
846	0.03893793815
847	0.03893548141
848	0.03892954166
849	0.0389288897
850	0.03892264237
851	0.03892224331
852	0.03891945632
853	0.03891030997
854	0.03890255907
855	0.03890061802
856	0.03889999036
857	0.03889955733
858	0.03889364828
859	0.03889025235
860	0.03887315464
861	0.03886556827
862	0.03885875569
863	0.03884768621
864	0.03884591228
865	0.03884289537
866	0.03883792749
867	0.0388349206
868	0.03882732846
869	0.03882540987
870	0.03881524678
871	0.03881360852
872	0.03880966287
873	0.03880367256
874	0.03880136941
875	0.03879268519
876	0.03879176288
877	0.03878869937
878	0.03878723977
879	0.03877836984
880	0.03877822484
881	0.03877637302
882	0.0387736591
883	0.03876756164
884	0.03876609256
885	0.03876019734
886	0.03875887485
887	0.03875616024
888	0.03875052504
889	0.0387456265
890	0.0387453963
891	0.03874255515
892	0.0387390185
893	0.03873727522
894	0.03872819532
895	0.03872781471
896	0.0387249965
897	0.03872423872
898	0.03872012224
899	0.03871254434
900	0.03870575395
901	0.03870051122
902	0.03869083663
903	0.03868517157
904	0.03868054923
905	0.03867545767
906	0.03867258346
907	0.03866547935
908	0.03865925264
909	0.03865266018
910	0.03864398654
911	0.03864019321
912	0.03863647899
913	0.03862775431
914	0.03862485136
915	0.03862111319
916	0.03861729259
917	0.03861159699
918	0.03861106364
919	0.03859904343
920	0.03859808044
921	0.03859464835
922	0.03859397105
923	0.03858702204
924	0.03858160613
925	0.03857873157
926	0.03857309092
927	0.03857242037
928	0.03856989179
929	0.03855915914
930	0.03855698057
931	0.03855585336
932	0.03855319887
933	0.03855085769
934	0.03854701694
935	0.03853637063
936	0.03852795319
937	0.03852733405
938	0.03852551964
939	0.03852351342
940	0.03851548344
941	0.03850197153
942	0.03850130736
943	0.03849521352
944	0.03849482279
945	0.03849368
946	0.03848894374
947	0.03848072498
948	0.03847632805
949	0.03846476989
950	0.03845499521
951	0.03843945933
952	0.03843915228
953	0.03843578311
954	0.03843549037
955	0.03843493131
956	0.03843150338
957	0.03843081258
958	0.03842546906
959	0.03841676065
960	0.03841321939
961	0.03840709344
962	0.03840504031
963	0.03839754089
964	0.03839512946
965	0.03839032952
966	0.03838981677
967	0.03838650497
968	0.03838616925
969	0.03837366639
970	0.0383720933
971	0.03836162668
972	0.03834916299
973	0.03834784081
974	0.03834695164
975	0.03833943244
976	0.03833676419
977	0.03833522942
978	0.03833436718
979	0.03832999434
980	0.03832871602
981	0.03832582107
982	0.03832214464
983	0.03831788076
984	0.03831678449
985	0.0383088121
986	0.03829797227
987	0.03829433993
988	0.03828012303
989	0.03827600691
990	0.03826921596
991	0.03826350396
992	0.03826273404
993	0.0382615922
994	0.03826070723
995	0.03825017991
996	0.03824007371
997	0.03823855743
998	0.03823453424
999	0.03822958822
1000	0.03822349598
1001	0.03822298788
1002	0.03822267684
1003	0.03822197162
1004	0.03821921415
1005	0.03821216112
1006	0.03820593922
1007	0.03820321287
1008	0.03819773941
1009	0.03819419171
1010	0.03818981149
1011	0.03818920198
1012	0.03818691169
1013	0.03818423614
1014	0.03818196003
1015	0.03817995669
1016	0.03817477441
1017	0.03817146395
1018	0.03816882197
1019	0.03816740914
1020	0.03816384571
1021	0.03816243965
1022	0.03815918021
1023	0.03815774897
1024	0.038155549
1025	0.03814676907
1026	0.03814306115
1027	0.03814021881
1028	0.03813728774
1029	0.03813687446
1030	0.03813366569
1031	0.03812725679
1032	0.03812627481
1033	0.03812257436
1034	0.03812163069
1035	0.03812063143
1036	0.03811854426
1037	0.03811615402
1038	0.0381138833
1039	0.03811365199
1040	0.03810616963
1041	0.03810589678
1042	0.03809506644
1043	0.03808553137
1044	0.03808497551
1045	0.03808342073
1046	0.03808199794
1047	0.03807398612
1048	0.03806567519
1049	0.0380628596
1050	0.03805581892
1051	0.03804976527
1052	0.0380462167
1053	0.03804499663
1054	0.03804434794
1055	0.03804149992
1056	0.038040492
1057	0.03803173277
1058	0.03802911855
1059	0.03802876115
1060	0.03802564837
1061	0.03802537334
1062	0.03802493855
1063	0.03802447304
1064	0.03802173448
1065	0.03801407858
1066	0.03800393982
1067	0.03800339584
1068	0.03799728698
1069	0.03799437868
1070	0.03799139511
1071	0.03798647501
1072	0.03798348388
1073	0.03798316211
1074	0.03797400052
1075	0.03797113964
1076	0.03796388399
1077	0.03796099042
1078	0.03796007281
1079	0.03795705399
1080	0.03795420962
1081	0.03795392329
1082	0.03794921699
1083	0.03794831955
1084	0.03794815296
1085	0.03794536232
1086	0.03793947334
1087	0.03793465323
1088	0.03793439342
1089	0.03792927947
1090	0.0379262676
1091	0.03792135869
1092	0.03791315919
1093	0.03791235876
1094	0.03790895064
1095	0.03790583308
1096	0.03790213201
1097	0.03789216779
1098	0.03789150138
1099	0.03789144418
1100	0.03788456177
1101	0.03787917659
1102	0.03787362733
1103	0.03787139333
1104	0.03786426518
1105	0.03785975269
1106	0.03785947045
1107	0.03785838462
1108	0.03785659283
1109	0.03785544297
1110	0.03785430362
1111	0.03784654563
1112	0.03784509044
1113	0.03784256788
1114	0.03783842545
1115	0.0378351204
1116	0.03783477822
1117	0.03783146373
1118	0.03783104409
1119	0.0378308649
1120	0.03782931011
1121	0.03782710187
1122	0.03782412923
1123	0.03782278264
1124	0.03781865809
1125	0.0378163251
1126	0.03781587655
1127	0.03781222518
1128	0.03780994998
1129	0.03780483556
1130	0.0378043452
1131	0.03779985711
1132	0.03778988088
1133	0.03778858163
1134	0.0377854026
1135	0.03778225415
1136	0.03777627656
1137	0.03777460597
1138	0.03777195624
1139	0.03776944972
1140	0.03776873545
1141	0.03776531363
1142	0.03776292003
1143	0.03775963273
1144	0.03775185229
1145	0.03774902736
1146	0.03774470311
1147	0.03774288177
1148	0.0377409716
1149	0.03773971977
1150	0.03773914483
1151	0.03773888636
1152	0.03773838392
1153	0.03773595878
1154	0.03773575369
1155	0.03773540605
1156	0.03773014546
1157	0.03772947066
1158	0.03772711498
1159	0.03772156706
1160	0.03771413411
1161	0.03771010402
1162	0.03770722478
1163	0.03770578718
1164	0.03770471492
1165	0.03769957566
1166	0.03769921961
1167	0.03769655115
1168	0.03769452589
1169	0.03769351793
1170	0.03769023773
1171	0.03768592577
1172	0.03768201694
1173	0.03768098648
1174	0.03768032949
1175	0.03767592707
1176	0.03767321015
1177	0.03767066285
1178	0.03766924504
1179	0.03766906306
1180	0.03766893404
1181	0.03766494725
1182	0.03766406243
1183	0.03766330448
1184	0.03765465768
1185	0.03765364361
1186	0.03765101771
1187	0.03764695043
1188	0.03764351681
1189	0.03764288183
1190	0.03764231345
1191	0.03764150534
1192	0.03764114007
1193	0.03763827701
1194	0.03763439196
1195	0.03762732621
1196	0.03762659142
1197	0.03762651355
1198	0.03762325674
1199	0.03762305288
1200	0.03761984892
1201	0.03761811365
1202	0.03761774977
1203	0.03761194319
1204	0.03760781552
1205	0.0376064997
1206	0.03760479778
1207	0.03760439021
1208	0.03760272957
1209	0.03760246064
1210	0.03760012275
1211	0.03759676972
1212	0.03759421929
1213	0.03759373113
1214	0.03759072138
1215	0.03758570294
1216	0.0375842777
1217	0.03757414967
1218	0.0375733612
1219	0.03757314802
1220	0.03757260643
1221	0.0375686505
1222	0.0375654528
1223	0.03755718154
1224	0.03755655446
1225	0.03755594266
1226	0.0375522015
1227	0.03754949649
1228	0.03754016085
1229	0.03753758319
1230	0.03753731233
1231	0.03753696867
1232	0.03753186266
1233	0.03752858194
1234	0.03752792505
1235	0.03752093037
1236	0.0375182769
1237	0.03751796632
1238	0.03751733973
1239	0.03751691368
1240	0.03751503683
1241	0.03750918844
1242	0.03750522174
1243	0.03750314049
1244	0.037488494
1245	0.03748136963
1246	0.03747950891
1247	0.03747935381
1248	0.0374788272
1249	0.03747410299
1250	0.03747116354
1251	0.03747045386
1252	0.03746946419
1253	0.037464558
1254	0.03746184882
1255	0.03746020251
1256	0.0374528316
1257	0.03745218269
1258	0.03744973374
1259	0.03744627889
1260	0.03744589438
1261	0.03744573627
1262	0.03743968576
1263	0.03743565723
1264	0.03743514244
1265	0.03743482953
1266	0.03743468176
1267	0.03743185435
1268	0.0374260747
1269	0.03741109461
1270	0.03741036138
1271	0.0374096638
1272	0.03739579212
1273	0.03739530975
1274	0.03739354017
1275	0.03739248594
1276	0.03738366349
1277	0.03738242163
1278	0.03737589914
1279	0.03737241228
1280	0.03736991806
1281	0.03735939043
1282	0.03735871807
1283	0.03735843845
1284	0.03735276061
1285	0.03735233158
1286	0.03733936776
1287	0.03733888533
1288	0.03733757639
1289	0.03732862401
1290	0.03732764542
1291	0.03732351999
1292	0.03732240792
1293	0.0373215627
1294	0.03731980853
1295	0.03731564511
1296	0.03731173724
1297	0.03731139284
1298	0.03731094035
1299	0.03731029356
1300	0.03731004291
1301	0.03730504561
1302	0.0373044833
1303	0.03730406082
1304	0.03730379487
1305	0.03730371844
1306	0.03729906133
1307	0.03729885104
1308	0.03729593917
1309	0.03729519846
1310	0.03728892397
1311	0.03728817284
1312	0.03728763654
1313	0.03728704372
1314	0.03728688653
1315	0.03728335774
1316	0.0372813224
1317	0.03727974219
1318	0.03727580544
1319	0.03727080159
1320	0.03726924341
1321	0.03726893648
1322	0.03726679569
1323	0.03726663511
1324	0.0372610727
1325	0.0372577863
1326	0.0372491657
1327	0.03724593658
1328	0.03724296336
1329	0.03723608214
1330	0.03723584621
1331	0.03723250256
1332	0.03722552736
1333	0.03721597857
1334	0.03721213232
1335	0.03721130126
1336	0.03721050975
1337	0.03720683643
1338	0.0372042615
1339	0.03720347453
1340	0.03720181718
1341	0.0372014662
1342	0.0371993276
1343	0.03719900003
1344	0.0371963979
1345	0.0371893941
1346	0.03718413579
1347	0.03718388652
1348	0.03717421252
1349	0.03716512306
1350	0.03715752112
1351	0.03715261574
1352	0.03715223337
1353	0.03715027001
1354	0.03714929413
1355	0.03713818305
1356	0.0371311716
1357	0.03713081901
1358	0.03712987609
1359	0.03712790188
1360	0.03711887789
1361	0.03711460179
1362	0.037110948
1363	0.03710106636
1364	0.03709869506
1365	0.0370982529
1366	0.03709788817
1367	0.03709479735
1368	0.03709131946
1369	0.03708900043
1370	0.03708259179
1371	0.03708178831
1372	0.03708059179
1373	0.03707946935
1374	0.0370777294
1375	0.03707614233
1376	0.03707397328
1377	0.03707192565
1378	0.03707097436
1379	0.03707074639
1380	0.0370605608
1381	0.03705982624
1382	0.03705931729
1383	0.03705723121
1384	0.03705709434
1385	0.0370517692
1386	0.03704250621
1387	0.03703892915
1388	0.03703553347
1389	0.0370310932
1390	0.03703066574
1391	0.03703042533
1392	0.03702583961
1393	0.03702538652
1394	0.03702445575
1395	0.03702146747
1396	0.03701752159
1397	0.03701325171
1398	0.03701186697
1399	0.03700993214
1400	0.0370093985
1401	0.03700914287
1402	0.03700866586
1403	0.03700800619
1404	0.03700667619
1405	0.03700345944
1406	0.03700329387
1407	0.03699767392
1408	0.03699460475
1409	0.03699270897
1410	0.0369862429
1411	0.03698306558
1412	0.03697464786
1413	0.03696657226
1414	0.03696288739
1415	0.03695803637
1416	0.03695505931
1417	0.03695202752
1418	0.03694317083
1419	0.0369402215
1420	0.03693913596
1421	0.03693709288
1422	0.0369341204
1423	0.03692749835
1424	0.03692503594
1425	0.03692478924
1426	0.0369233288
1427	0.03691897774
1428	0.03691524088
1429	0.03691327576
1430	0.03690960844
1431	0.03690774527
1432	0.03690390348
1433	0.03690368117
1434	0.03689735028
1435	0.03689674269
1436	0.03688504743
1437	0.03688370375
1438	0.03687465709
1439	0.0368713992
1440	0.0368687562
1441	0.03686856701
1442	0.03686793814
1443	0.03686783172
1444	0.03686654069
1445	0.03686165483
1446	0.03686131486
1447	0.03685853246
1448	0.03685779095
1449	0.03685752516
1450	0.03685742833
1451	0.03685168924
1452	0.036848622
1453	0.03684764741
1454	0.03684484881
1455	0.0368408371
1456	0.03684026316
1457	0.03683466465
1458	0.03683360149
1459	0.03683328187
1460	0.03682123326
1461	0.03682025884
1462	0.03681353364
1463	0.03681320926
1464	0.0368128066
1465	0.03681112296
1466	0.03680991168
1467	0.0368086492
1468	0.03680391448
1469	0.03679610565
1470	0.03679364814
1471	0.03678853076
1472	0.03678775875
1473	0.03678600917
1474	0.03678557439
1475	0.03678506684
1476	0.03678134025
1477	0.03678066228
1478	0.03677704497
1479	0.03677622723
1480	0.0367759647
1481	0.03677392652
1482	0.03677183244
1483	0.03676708217
1484	0.03676430451
1485	0.03675330345
1486	0.03674645066
1487	0.0367431311
1488	0.03673954781
1489	0.03673882026
1490	0.0367302155
1491	0.03672829001
1492	0.03672648764
1493	0.03672618664
1494	0.03672504934
1495	0.03672408485
1496	0.03672389154
1497	0.03671610082
1498	0.03671330806
